case_id,component_id,area,kind,role,environment,scenario,primary_stream,priority,multitenant,external_dependency,mutable,allowed_role,iso_25010_focus,iso_29119_artifact,security_reference,source_family,local_ref,preconditions,expected_result,description,source_refs
UC-11419,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,development,happy_path,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Access is denied or redirected without privilege escalation.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=development, scenario=happy_path using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11420,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,development,missing_required,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Validation error is returned without corrupting persisted state.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=development, scenario=missing_required using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11421,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,development,invalid_format,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=development, scenario=invalid_format using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11422,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,development,boundary_min,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Minimum valid payload or state is processed consistently with documented defaults.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=development, scenario=boundary_min using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11423,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,development,boundary_max,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=development, scenario=boundary_max using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11424,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,development,unauthorized,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=development, scenario=unauthorized using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11425,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,development,cross_tenant,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;baseline_record_exists,Cross-tenant access is denied or sanitized; no foreign tenant data is leaked.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=development, scenario=cross_tenant using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11426,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,development,duplicate_request,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=development, scenario=duplicate_request using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11427,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,development,external_timeout,functional,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Timeout triggers retry, fallback, warning, or degraded response without inconsistent state.","Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=development, scenario=external_timeout using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11428,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,development,regression_route_guard,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=development, scenario=regression_route_guard using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11429,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,development,security_abuse,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=development, scenario=security_abuse using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11430,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,PRECERT,happy_path,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Access is denied or redirected without privilege escalation.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=PRECERT, scenario=happy_path using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11431,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,PRECERT,missing_required,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Validation error is returned without corrupting persisted state.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=PRECERT, scenario=missing_required using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11432,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,PRECERT,invalid_format,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=PRECERT, scenario=invalid_format using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11433,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,PRECERT,boundary_min,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Minimum valid payload or state is processed consistently with documented defaults.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=PRECERT, scenario=boundary_min using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11434,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,PRECERT,boundary_max,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=PRECERT, scenario=boundary_max using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11435,DGII_RFCE_SUBMIT,dgii,service,platform_auditor,PRECERT,unauthorized,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_auditor;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate DGII_RFCE_SUBMIT for role=platform_auditor, env=PRECERT, scenario=unauthorized using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
